message,label
percent for compass fatigu as measur by the compass fatigu self test for psychotherapist figlei,selfCare
also most,selfCare
percent of counselor were rate as be at moder risk,selfCare
percent high risk,selfCare
percent or extrem high risk,selfCare
percent for burnout us the same compass fatigu self test,selfCare
similarli in a studi myer zunin of northridg earthquak mental health worker,selfCare
percent met criteria for ptsd sinc the public of the first book on compass fatigu figlei there ha been an emerg of newfound appreci for the cost of care and the relationship between the role of empathi and previou traumat experi,selfCare
a model first introduc in and revis subsequ offer a wai for those most suscept to compass fatigu to prevent and mitig it quickli,selfCare
thi model is base on the assumpt that empathi and emot energi ar the drive forc in effect work with the suffer in gener establish and maintain an effect therapeut allianc and deliv effect servic includ an empath respons figlei figlei a,selfCare
howev be compassion and empath involv cost in addit to the energi requir to provid these servic,selfCare
follow ar the eleven variabl that togeth form a causal model that predict compass fatigu,selfCare
herein li both an appreci for what caus compass fatigu and what is requir to prevent and treat it,selfCare
empath abil is the aptitud of the psychotherapist for notic the pain of other,selfCare
the model suggest that without empathi there will be littl if ani compass stress and no compass fatigu,selfCare
howev without empathi there will be littl if ani empath respons to the suffer client,selfCare
thu the abil to empath is a keyston both to help other and be vulner to the cost of care,selfCare
empath concern is the motiv to respond to peopl in need,selfCare
the abil to be empath is insuffici unless there is motiv to help other who requir the servic of a concern psychotherapist,selfCare
with suffici concern the empath psychotherapist draw upon her or hi talent train and knowledg to deliv the highest qualiti of servic possibl to those who seek it,selfCare
exposur to the client is experienc the emot energi of the suffer of client through direct exposur,selfCare
on of the reason why those in direct practic of human servic becom supervisor administr or teacher in mental health profess is due directli to the cost of direct exposur to client,selfCare
some make the shift for direct practic becaus of addit pai improv work condit and higher statu,selfCare
howev the cost of direct exposur to the suffer of other is high and it is imposs to know how mani have chosen to abandon direct practic becaus the price wa too high for them,selfCare
empath respons is the extent to which the psychotherapist make an effort to reduc the suffer of the suffer through empath understand,selfCare
thi insight into feel thought and behavior of the client is achiev by project on s self into the perspect of the client,selfCare
in do so the psychotherapist might experi the hurt fear anger or other emot experienc by the client,selfCare
therein lie both the benefit and the cost of such a power therapeut respons,selfCare
the benefit ar immedi obviou to everi graduat student who practic her or hi new skill with anoth,selfCare
the cost ar rare discuss and must be experienc to elicit effort on the part of the psychotherapist to guard against or mitig the effect on the self,selfCare
compass stress is the residu of emot energi from the empath respons to the client and is the on go demand for action to reliev the suffer of a client,selfCare
like ani stress with suffici intens it can have a neg impact on the human immun system and the qualiti of life in gener,selfCare
togeth with other factor it can contribut to compass fatigu unless the psychotherapist act to control compass stress,selfCare
there appear to be two major set of cope action that can do thi,selfCare
sens of achiev is on factor that lower or prevent compass stress and is the extent to which the psychotherapist is satisfi with hi or her effort to help the client,selfCare
a psychotherapist with a sens of achiev regard the deliveri of servic to the client demand a consciou ration effort to recogn where the psychotherapist respons end and the client s respons begin,selfCare
disengag is the other factor that lower or prevent compass stress,selfCare
